id,full_name,honorific,gender,party,photo_url,bio,education,date_of_birth,wikipedia_url,source_url,confidence,data_status,last_verified_at
1622,Vinod Kumar Singh,Shri,male,,,"Superintendent/Commissioner of Police, Kushinagar, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1623,Om Prakash Singh,Shri,male,,,"Superintendent/Commissioner of Police, Lalitpur, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1624,Amarendra Singh Sengar,Shri,male,,,"Superintendent/Commissioner of Police, Lucknow, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1625,Shakti Mohan Awasthi,Shri,male,,,"Superintendent/Commissioner of Police, Maharajganj, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1626,Arun Kumar Srivastava,Shri,male,,,"Superintendent/Commissioner of Police, Mahoba, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1627,Ganesh Prasad Saha,Shri,male,,,"Superintendent/Commissioner of Police, Mainpuri, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1628,Shlok Kumar,Shri,male,,,"Superintendent/Commissioner of Police, Mathura, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1629,Kamlesh Bahadur,Shri,male,,,"Superintendent/Commissioner of Police, Mau, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1630,Avinash Pandey,Shri,male,,,"Superintendent/Commissioner of Police, Meerut, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1631,Aparna Rajat Kaushik,Smt,female,,,"Superintendent/Commissioner of Police, Mirzapur, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1632,Satpal,Shri,male,,,"Superintendent/Commissioner of Police, Moradabad, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1633,Sanjay Kumar,Shri,male,,,"Superintendent/Commissioner of Police, Muzaffarnagar, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1634,Sukirti Madhav Mishra,Smt,female,,,"Superintendent/Commissioner of Police, Pilibhit, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1635,Deepak Bhukar,Shri,male,,,"Superintendent/Commissioner of Police, Pratapgarh, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1636,Jogendra Kumar,Shri,male,,,"Superintendent/Commissioner of Police, Prayagraj, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1637,Vidyasagar Mishra,Shri,male,,,"Superintendent/Commissioner of Police, Rampur, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1638,Ashish Tiwari,Shri,male,,,"Superintendent/Commissioner of Police, Saharanpur, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1639,Krishan Kumar Bishnoi,Shri,male,,,"Superintendent/Commissioner of Police, Sambhal, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1640,Sandeep Kumar Meena,Shri,male,,,"Superintendent/Commissioner of Police, Sant Kabir Nagar, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1641,Saurabh Dixit,Shri,male,,,"Superintendent/Commissioner of Police, Shahjahanpur, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1642,Narendra Pratap Singh,Shri,male,,,"Superintendent/Commissioner of Police, Shamli, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1643,Rahul Bhati,Shri,male,,,"Superintendent/Commissioner of Police, Shravasti, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1644,Abhishek Mahajan,Shri,male,,,"Superintendent/Commissioner of Police, Siddharthnagar, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1645,Ankur Agarwal,Shri,male,,,"Superintendent/Commissioner of Police, Sitapur, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1646,Abhishek Verma,Shri,male,,,"Superintendent/Commissioner of Police, Sonbhadra, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1647,Charu Nigam,Smt,female,,,"Superintendent/Commissioner of Police, Sultanpur, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1648,Siddharth Shankar Meena,Shri,male,,,"Superintendent/Commissioner of Police, Unnao, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1649,Mohit Agarwal,Shri,male,,,"Superintendent/Commissioner of Police, Varanasi, Uttar Pradesh (IPS)",,,,https://uppolice.gov.in + district police sites,0.60,collected,2026-06-26
1650,Sanjay Kharat,Shri,male,,,"Superintendent/Commissioner of Police, Amreli, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1651,Gaurav Jasani,Shri,male,,,"Superintendent/Commissioner of Police, Anand, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1652,Manoharsinh N. Jadeja,Shri,male,,,"Superintendent/Commissioner of Police, Aravalli, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1653,Prashant Sumbe,Shri,male,,,"Superintendent/Commissioner of Police, Banaskantha, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1654,Akshay Raj,Shri,male,,,"Superintendent/Commissioner of Police, Bharuch, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1655,Nitesh Pandey,Shri,male,,,"Superintendent/Commissioner of Police, Bhavnagar, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1656,Chintan J. Teraiya,Shri,male,,,"Superintendent/Commissioner of Police, Botad, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1657,Imtiyaz Shaikh,Shri,male,,,"Superintendent/Commissioner of Police, Chhota Udaipur, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1658,Ravirajsinh S. Jadeja,Shri,male,,,"Superintendent/Commissioner of Police, Dahod, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1659,Pooja Yadav,Smt,female,,,"Superintendent/Commissioner of Police, Dang, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1660,Jayrajsinh V. Vala,Shri,male,,,"Superintendent/Commissioner of Police, Devbhoomi Dwarka, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1661,Ravi Teja Vasamsetty,Shri,male,,,"Superintendent/Commissioner of Police, Gandhinagar, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1662,Jaydeepsinh D. Jadeja,Shri,male,,,"Superintendent/Commissioner of Police, Gir Somnath, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1663,Ravi Mohan Saini,Shri,male,,,"Superintendent/Commissioner of Police, Jamnagar, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1664,Harshad B. Mehta,Shri,male,,,"Superintendent/Commissioner of Police, Junagadh, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1665,Vijay J. Patel,Shri,male,,,"Superintendent/Commissioner of Police, Kheda, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1666,Vikas Sunda,Shri,male,,,"Superintendent/Commissioner of Police, Kutch, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1667,Safin Hasan,Shri,male,,,"Superintendent/Commissioner of Police, Mahisagar, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1668,Himanshu Solanki,Shri,male,,,"Superintendent/Commissioner of Police, Mehsana, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1669,Mukeshkumar N. Patel,Shri,male,,,"Superintendent/Commissioner of Police, Morbi, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1670,Vishakha Dabral,Smt,female,,,"Superintendent/Commissioner of Police, Narmada, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1671,Rahul B. Patel,Shri,male,,,"Superintendent/Commissioner of Police, Navsari, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1672,Hareshbhai Dudhat,Shri,male,,,"Superintendent/Commissioner of Police, Panchmahal, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1673,Vasantkumar Nayi,Shri,male,,,"Superintendent/Commissioner of Police, Patan, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1674,Bhagirathsinh Jadeja,Shri,male,,,"Superintendent/Commissioner of Police, Porbandar, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1675,Brijesh Kumar Jha,Shri,male,,,"Superintendent/Commissioner of Police, Rajkot, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1676,Parthrajsinh N. Gohil,Shri,male,,,"Superintendent/Commissioner of Police, Sabarkantha, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1677,Anupam Singh Gahlot,Shri,male,,,"Superintendent/Commissioner of Police, Surat, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1678,Premsukh Delu,Shri,male,,,"Superintendent/Commissioner of Police, Surendranagar, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1679,Jashubhai N. Desai,Shri,male,,,"Superintendent/Commissioner of Police, Tapi, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1680,Narasimha Komar,Shri,male,,,"Superintendent/Commissioner of Police, Vadodara, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1681,Yuvrajsinh J. Jadeja,Shri,male,,,"Superintendent/Commissioner of Police, Valsad, Gujarat (IPS)",,,,police.gujarat.gov.in + district police sites + IPS posting lists,0.55,collected,2026-06-26
1682,Sachin Mittal,Shri,male,,,"Superintendent/Commissioner of Police, Jaipur, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1683,Sharat Kaviraj,Shri,male,,,"Superintendent/Commissioner of Police, Jodhpur, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1684,Harsh Vardhan Agrawala,Shri,male,,,"Superintendent/Commissioner of Police, Ajmer, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1685,Sanjeev Nain,Shri,male,,,"Superintendent/Commissioner of Police, Alwar, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1686,Ramesh Kumar,Shri,male,,,"Superintendent/Commissioner of Police, Balotra, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1687,Ratan Singh,Shri,male,,,"Superintendent/Commissioner of Police, Beawar, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1688,Rajesh Kumar Meena,Shri,male,,,"Superintendent/Commissioner of Police, Bharatpur, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1689,Dharmendra Singh Yadav,Shri,male,,,"Superintendent/Commissioner of Police, Bhilwara, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1690,Mridul Kacchawa,Shri,male,,,"Superintendent/Commissioner of Police, Bikaner, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1691,Avneesh Kumar Sharma,Shri,male,,,"Superintendent/Commissioner of Police, Bundi, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1692,Dharmendra Singh,Shri,male,,,"Superintendent/Commissioner of Police, Chittorgarh, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1693,Gyan Chandra Yadav,Shri,male,,,"Superintendent/Commissioner of Police, Churu, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1694,Piyush Dixit,Shri,male,,,"Superintendent/Commissioner of Police, Dausa, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1695,Kamble Sharan Gopinath,Shri,male,,,"Superintendent/Commissioner of Police, Deeg, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1696,Vikas Sangwan,Shri,male,,,"Superintendent/Commissioner of Police, Dholpur, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1697,Pyarelal Shivran,Shri,male,,,"Superintendent/Commissioner of Police, Didwana-Kuchaman, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1698,Manish Kumar,Shri,male,,,"Superintendent/Commissioner of Police, Dungarpur, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1699,Narendra Singh Meena,Shri,male,,,"Superintendent/Commissioner of Police, Hanumangarh, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1700,Amit Kumar Budania,Shri,male,,,"Superintendent/Commissioner of Police, Jhalawar, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1701,Sudhir Joshi,Shri,male,,,"Superintendent/Commissioner of Police, Jhunjhunu, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1702,Piyush Dixit,Shri,male,,,"Superintendent/Commissioner of Police, Karauli, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1703,Brijesh Jyoti Upadhyay,Shri,male,,,"Superintendent/Commissioner of Police, Khairthal-Tijara, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1704,Tejaswini Gautam,Smt,female,,,"Superintendent/Commissioner of Police, Kota, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1705,Satveer Singh,Shri,male,,,"Superintendent/Commissioner of Police, Kotputli-Behror, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1706,Roshan Meena,Shri,male,,,"Superintendent/Commissioner of Police, Nagaur, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1707,Monika Sen,Smt,female,,,"Superintendent/Commissioner of Police, Pali, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1708,Satnam Singh,Shri,male,,,"Superintendent/Commissioner of Police, Phalodi, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1709,B. Adithya,Shri,male,,,"Superintendent/Commissioner of Police, Pratapgarh, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1710,Hemant Kalal,Shri,male,,,"Superintendent/Commissioner of Police, Rajsamand, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1711,Bishanaram,Shri,male,,,"Superintendent/Commissioner of Police, Salumbar, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1712,Jyeshtha Maitreyi,Smt,female,,,"Superintendent/Commissioner of Police, Sawai Madhopur, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1713,Kuwar Rashtradeep,Shri,male,,,"Superintendent/Commissioner of Police, Sikar, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1714,Pushpendra Singh Rathore,Shri,male,,,"Superintendent/Commissioner of Police, Sirohi, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1715,Hari Shankar,Shri,male,,,"Superintendent/Commissioner of Police, Sri Ganganagar, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1716,Vikas Sangwan,Shri,male,,,"Superintendent/Commissioner of Police, Tonk, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1717,Amrita Duhan,Smt,female,,,"Superintendent/Commissioner of Police, Udaipur, Rajasthan (IPS)",,,,police.rajasthan.gov.in + district police pages + 2026 IPS posting lists,0.60,collected,2026-06-26
1718,Sanjay Kumar,Shri,male,,,"Superintendent/Commissioner of Police, Bhopal, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1719,Santosh Kumar Singh,Shri,male,,,"Superintendent/Commissioner of Police, Indore, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1720,Dharamveer Singh,Shri,male,,,"Superintendent/Commissioner of Police, Gwalior, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1721,Sampat Upadhyay,Shri,male,,,"Superintendent/Commissioner of Police, Jabalpur, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1722,Pradeep Sharma,Shri,male,,,"Superintendent/Commissioner of Police, Ujjain, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1723,Anurag Sujania,Shri,male,,,"Superintendent/Commissioner of Police, Sagar, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1724,Gurukaran Singh,Shri,male,,,"Superintendent/Commissioner of Police, Rewa, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1725,Hansraj Singh,Shri,male,,,"Superintendent/Commissioner of Police, Satna, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1726,Rohit Kashwani,Shri,male,,,"Superintendent/Commissioner of Police, Vidisha, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1727,Deepak Kumar Shukla,Shri,male,,,"Superintendent/Commissioner of Police, Sehore, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1728,Ashutosh Gupta,Shri,male,,,"Superintendent/Commissioner of Police, Raisen, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1729,Dharmraj Meena,Shri,male,,,"Superintendent/Commissioner of Police, Rajgarh, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1730,Yashpal Singh Rajput,Shri,male,,,"Superintendent/Commissioner of Police, Shajapur, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1731,Punit Gehlod,Shri,male,,,"Superintendent/Commissioner of Police, Dewas, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1732,Mayank Awasthi,Shri,male,,,"Superintendent/Commissioner of Police, Dhar, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1733,Amit Kumar,Shri,male,,,"Superintendent/Commissioner of Police, Ratlam, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1734,Vinod Kumar Meena,Shri,male,,,"Superintendent/Commissioner of Police, Mandsaur, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1735,Rajesh Vyas,Shri,male,,,"Superintendent/Commissioner of Police, Neemuch, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1736,Padam Vilochan Shukla,Shri,male,,,"Superintendent/Commissioner of Police, Jhabua, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1737,Raghuvansh Kumar Singh,Shri,male,,,"Superintendent/Commissioner of Police, Alirajpur, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1738,Dharmraj Meena,Shri,male,,,"Superintendent/Commissioner of Police, Khargone, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1739,Padmavilochan Shukla,Shri,male,,,"Superintendent/Commissioner of Police, Barwani, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1740,Manoj Rai,Shri,male,,,"Superintendent/Commissioner of Police, Khandwa, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1741,Ashutosh Bagri,Shri,male,,,"Superintendent/Commissioner of Police, Burhanpur, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1742,Gurkaran Singh,Shri,male,,,"Superintendent/Commissioner of Police, Narmadapuram, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1743,Virendra Jain,Shri,male,,,"Superintendent/Commissioner of Police, Betul, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1744,Ajay Pandey,Shri,male,,,"Superintendent/Commissioner of Police, Chhindwara, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1745,Sunil Kumar Mehta,Shri,male,,,"Superintendent/Commissioner of Police, Seoni, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1746,Nagendra Singh,Shri,male,,,"Superintendent/Commissioner of Police, Balaghat, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1747,Rishikesh Meena,Shri,male,,,"Superintendent/Commissioner of Police, Narsinghpur, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1748,Rakesh Kumar Singh,Shri,male,,,"Superintendent/Commissioner of Police, Damoh, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1749,Amit Sanghi,Shri,male,,,"Superintendent/Commissioner of Police, Chhatarpur, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1750,Santosh Kori,Shri,male,,,"Superintendent/Commissioner of Police, Sidhi, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1751,Shiyaz K.M.,Shri,male,,,"Superintendent/Commissioner of Police, Singrauli, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1752,Ramji Srivastava,Shri,male,,,"Superintendent/Commissioner of Police, Shahdol, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1753,Moti Ur Rahman,Shri,male,,,"Superintendent/Commissioner of Police, Anuppur, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1754,Nivedita Naidu,Smt,female,,,"Superintendent/Commissioner of Police, Umaria, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1755,Vahini Singh,Smt,female,,,"Superintendent/Commissioner of Police, Dindori, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1756,Rajesh Raghuvanshi,Shri,male,,,"Superintendent/Commissioner of Police, Mandla, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1757,Abhinay Vishwakarma,Shri,male,,,"Superintendent/Commissioner of Police, Katni, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1758,Sameer Saurabh,Shri,male,,,"Superintendent/Commissioner of Police, Morena, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1759,Asit Yadav,Shri,male,,,"Superintendent/Commissioner of Police, Bhind, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1760,Ray Singh Narwaria,Shri,male,,,"Superintendent/Commissioner of Police, Sheopur, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1761,Rajesh Singh Chandel,Shri,male,,,"Superintendent/Commissioner of Police, Shivpuri, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1762,Hitika Vasal,Smt,female,,,"Superintendent/Commissioner of Police, Guna, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1763,Rajeev Kumar,Shri,male,,,"Superintendent/Commissioner of Police, Ashoknagar, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
1764,Suraj Kumar Verma,Shri,male,,,"Superintendent/Commissioner of Police, Datia, Madhya Pradesh (IPS)",,,,https://www.mppolice.gov.in + district police sites,0.55,collected,2026-06-26
